Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scripts,,,,2023-05-30 16:16:37,2023-05-30 16:16:48,11.411s,PASSED
,,,,,,,
Test Cases/script,,,,2023-05-30 16:16:37,2023-05-30 16:16:48,11.234s,PASSED
"callTestCase(findTestCase(""BillPaymentProcess""), [:], STOP_ON_FAILURE)",,,,2023-05-30 16:16:37,2023-05-30 16:16:48,11.036s,PASSED
