Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scripts,,,,2023-05-30 18:47:21,2023-05-30 18:47:33,11.777s,PASSED
,,,,,,,
Test Cases/script,,,,2023-05-30 18:47:21,2023-05-30 18:47:33,11.598s,PASSED
"callTestCase(findTestCase(""BillPaymentProcess""), [:], STOP_ON_FAILURE)",,,,2023-05-30 18:47:22,2023-05-30 18:47:33,11.434s,PASSED
