Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scripts,,,,2023-05-30 16:18:16,2023-05-30 16:18:27,10.815s,PASSED
,,,,,,,
Test Cases/script,,,,2023-05-30 16:18:16,2023-05-30 16:18:27,10.630s,PASSED
"callTestCase(findTestCase(""BillPaymentProcess""), [:], STOP_ON_FAILURE)",,,,2023-05-30 16:18:16,2023-05-30 16:18:27,10.500s,PASSED
